"SID","Commodity code","Product line suffix","Start date","End date","Indentation","End line","Description"
103924,"8708402050","80","01/07/2018","",3,1,"Transmission assembly which houses 3 other shafts inside it and offers a rotating switch for shift position consisting:<br><br>-cast aluminium body,-differential gear,<br><br>-2 electrical motors and gears,<br><br>with the dimensions of:<br><br>-a width of 280 mm or more but not more than 470 mm,<br><br>-a height of 350 mm or more but not more than 595 mm,<br><br>-a length of 410 mm or more but not more than 690 mm,<br><br>for use in the manufacture of motor vehicles of Chapter 87"
104636,"8708402060","80","01/07/2019","",3,1,"Automatic transmission assembly with rotary gear shifter with:<br><br>-aluminium casting housing, <br><br>-differential gear,<br><br>-9 Speed automatic, <br><br>-electronic range select gear selection system,<br>with dimensions of:<br><br>-a width of 330 mm or more but not more than 420 mm,<br><br>-a height of 380 mm or more but not more than 450 mm,<br><br>-a length of 580 mm or more but not more than 690 mm,<br>for use in the manufacture of the vehicles in heading 87"
105475,"8708402070","80","01/07/2020","",3,1,"Manual gearbox in cast aluminium housing for transverse installation with:<br> <br>-a width of not more than 480 mm,<br> <br>-a height of not more than 400 mm,<br> <br>-a length of not more than 550 mm,<br> <br>-five or six gears,<br> <br>-a differential gear,<br> <br>-an engine torque of 400 Nm or less,<br>for use in the manufacture of motor vehicles of Heading 8703"
100565,"8708402090","80","01/01/2017","",3,1,"Other"
87150,"8708405000","10","01/01/2007","",2,0,"Other"
87151,"8708405000","80","01/01/2007","",3,0,"Gear boxes"
99971,"8708405010","80","01/07/2016","",4,1,"Automatic hydrodynamic gearbox<br>- with a hydraulic torque converter,<br>- without transfer box and cardan shaft,<br>- whether or not with front differential,<br>for use in the manufacture of motor vehicles of Chapter 87<br>"
103660,"8708405030","80","01/01/2018","",4,1,"Gear box assembly with one or two inputs and at least three outputs in cast aluminium housing with overall dimensions (excluding the shafts) of not more than  455 mm (width) x 462 mm (height), 680 mm length, equipped with at least:<br> <br><br><br>- one exterior-splined output shaft,<br> <br><br><br>- a rotary switch to indicate gear position,<br> <br><br><br>- the potential for a differential<br>for use in the manufacture of all-terrain or utility task vehicles"
103925,"8708405040","80","01/07/2018","",4,1,"Transmission assembly which houses 3 other shafts inside it and offers a rotating switch for shift position consisting:<br><br>-cast aluminium body,-differential gear,<br><br>-2 electrical motors and gears,<br><br>with the dimensions of:<br><br>-a width of 280 mm or more but not more than 470 mm,<br><br>-a height of 350 mm or more but not more than 595 mm,<br><br>-a length of 410 mm or more but not more than 690 mm,<br><br>for use in the manufacture of motor vehicles of Chapter 87"
104637,"8708405050","80","01/07/2019","",4,1,"Automatic transmission assembly with rotary gear shifter with:<br><br>-aluminium casting housing, <br><br>-differential gear,<br><br>-9 Speed automatic, <br><br>-electronic range select gear selection system,<br>with dimensions of:<br><br>-a width of 330 mm or more but not more than 420 mm,<br><br>-a height of 380 mm or more but not more than 450 mm,<br><br>-a length of 580 mm or more but not more than 690 mm,<br>for use in the manufacture of the vehicles in heading 87"
105319,"8708405060","80","01/07/2020","",4,1,"Manual gearbox in cast aluminium housing for transverse installation with:<br> <br>-a width of not more than 480 mm,<br> <br>-a height of not more than 400 mm,<br> <br>-a length of not more than 550 mm,<br> <br>-five or six gears,<br> <br>-a differential gear,<br> <br>-an engine torque of 400 Nm or less,<br>for use in the manufacture of motor vehicles of Heading 8703"
100250,"8708405090","80","01/07/2016","",4,1,"Other"
87152,"8708409100","10","01/01/2007","",3,0,"Parts"
87153,"8708409100","80","01/01/2007","",4,1,"Of closed-die forged steel"
87154,"8708409900","80","01/01/2007","",4,1,"Other"
53195,"8708500000","80","01/01/1972","",1,0,"Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof"
87157,"8708502000","80","01/01/2007","",2,0,"For the industrial assembly of:<br>Vehicles of heading 8703;<br>Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm<sup>3</sup> or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm<sup>3</sup>;<br>Vehicles of heading 8705"
105638,"8708502015","80","01/01/2021","",3,1,"Spherical outboard constant velocity joint ball bearing cage, part of the vehicle's drive system, made of material suitable to be carburized with a carbon content of 0,14 % or more but not more than 0,57 %, forged, turned, punched, milled and hardened"
102952,"8708502020","80","01/07/2017","",3,1,"Transmission shaft in carbon fibre reinforced plastics consisting of a unique piece without any joint in the middle<br> <br><br><br>- of a length of  1 m or more but not more than 2 m,<br> <br><br><br>- of a weight of 6 kg or more but not more than 9 kg<br>"
105637,"8708502025","80","01/01/2021","",3,1,"Ball-type outboard constant velocity joint housing for transmitting a torque from the engine and transmission to the wheels of motor vehicles, in a form of an outer race, with:<br> <br>-6 ball tracks or more but not more than 8, with<br> <br>-a thread,<br> <br>-an external involute spline with 21 or more but not more than 38 teeth,<br> <br>-for running with bearing balls made of steel with a carbon content of 0,48 % or more but not more than 0,57 %,<br> <br>-forged, turned, milled and hardened<br>"
105639,"8708502035","80","01/01/2021","",3,1,"Inboard constant velocity joint tripod housing, with:<br> <br>-an outer diameter of 67,0 mm or more but not more than 99,0 mm,<br> <br>-3 cold calibrated roller tracks with a diameter of 29,95 mm or more but not more than 49,2 mm,<br> <br>-an external spline with 21 teeth or more but not more than 41,<br> <br>-forged, turned, rolled and hardened<br>"
103661,"8708502040","80","01/01/2018","",3,1,"Single input, dual output gearcase (transmission) in cast aluminium housing, with overall dimensions not exceeding 148 mm (± 1 mm)  x 213 mm (± 1 mm) x 273 mm (± 1 mm)  comprising at least:<br> <br><br><br>- two electro-magnetic one direction clutches in one cage, working in both directions,<br> <br><br><br>- an input shaft with outer diameter of 24 mm (± 1 mm), ended with spline of 22,<br> <br><br><br>- a coaxial output bushing with inner diameter of 22 mm or more but not more than 30 mm, ended with spline of 22 teeth or more but not more than 28 teeth<br>for use in the manufacture of all-terrain or utility task vehicles"
105640,"8708502045","80","01/01/2021","",3,1,"Outboard constant velocity joint inner race, part of the vehicle's drive system, with:<br> <br>-6 or more but not more than 8 ball tracks, suitable for bearing balls with a diameter of 12,0 mm or more but not more than 24,0 mm,<br> <br>-forged, turned, milled, broached and hardened<br>"
103926,"8708502050","80","01/07/2018","",3,1,"Double flange bearing of 3rd generation, for motor vehicles,<br><br><br><br>- with double-row ball bearing,<br><br><br><br>- whether or not with impulse (encoder) ring,<br><br><br><br>- whether or not with antilock brake system (ABS) sensor,<br><br><br><br>- whether or not with mounted screws,<br>for use in the manufacture of goods of chapter 87"
105641,"8708502055","80","01/01/2021","",3,1,"Inboard constant velocity joint tripod spider, part of the vehicle's drive system, with:<br> <br>-3 trunnions with a diameter of 17,128 mm or more but not more than 25,468 mm,<br> <br>-forged, turned, broached and hardened<br>"
104638,"8708502060","80","01/07/2019","",3,1,"Car transfer case with single input, dual output, to distribute torque between front and rear axles in an aluminium housing, with dimension of not more than 565 × 570 × 510 mm, comprising:<br>- at least an actuator,<br>- whether or not an interior distribution by chain<br>"
104641,"8708502065","80","01/07/2019","",3,1,"Intermediate steel shaft connecting the gearbox with semi-axle with:<br><br>-a length of 300 mm or more but not more than 650 mm,<br><br>-a spline end on both sides,<br><br>-whether or not with a pressed bearing in the case,<br><br>-whether or not with a holder<br>for use in the manufacture of goods of Chapter 87"
104639,"8708502070","80","01/07/2019","",3,1,"Housing of tripod type half shaft inboard joint for transmitting a torque from engine and transmission to wheels of motor vehicles with:<br><br>-an outer diameter of 67,0 mm or more but not more than 84,5 mm,<br><br>-3 cold calibrated roller tracks with a diameter of 29,90 mm or more but not more than 36,60 mm,<br><br>- sealing diameter 34,0 mm or more but not more than 41,0 mm, without lead angle,<br><br>-spline with 21 teeth or more but not more than 35,<br><br>-bearing seat diameter of 25,0 mm or more but not more than 30,0 mm, with or without oil grooves<br>"
104640,"8708502075","80","01/07/2019","",3,1,"Outboard joint assembly for transmitting a torque from engine and transmission to wheels of motor vehicles, consisting of:<br><br>-an inner race with 6 ball tracks for running with the bearing balls with a diameter 15,0 mm or more but not more than 20,0 mm,<br><br>-an outer race with 6 ball tracks for running with 6 bearing balls, made of steel with carbon content of 0,45 % or more but not more than 0,58 %, with thread and with a spline with 26 teeth or more but not more than 38,<br><br>-a spherical cage keeping bearing balls in the ball tracks of outer race and inner race in proper angular position, made of material suitable for carburizing with carbon content of 0,14 % or more but not more than 0,25 %, and<br><br>-with a grease compartment,<br>capable of working at constant speed at variable articulation angle not higher than 50 degrees"
103240,"8708502090","80","01/07/2017","",3,1,"Other"
87197,"8708503500","10","01/01/2007","",2,0,"Other"
87158,"8708503500","80","01/01/2007","",3,1,"Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles"
87159,"8708505500","10","01/01/2007","",3,0,"Parts"
87160,"8708505500","80","01/01/2007","",4,0,"Of closed-die forged steel"
103927,"8708505520","80","01/07/2018","",5,1,"Double flange bearing of 3rd generation, for motor vehicles,<br><br><br><br>- with double-row ball bearing,<br><br><br><br>- whether or not with impulse (encoder) ring,<br><br><br><br>- whether or not with antilock brake system (ABS) sensor,<br><br><br><br>- whether or not with mounted screws,<br>for use in the manufacture of goods of chapter 87"
105642,"8708505550","80","01/01/2021","",5,1,"Spherical outboard constant velocity joint ball bearing cage, part of the vehicle's drive system, made of material suitable to be carburized with a carbon content of 0,14 % or more but not more than 0,57 %, forged, turned, punched, milled and hardened"
99974,"8708505590","80","01/07/2016","",5,1,"Other"
87161,"8708509100","10","01/01/2007","",4,0,"Other"
87162,"8708509100","80","01/01/2007","",5,0,"For non-driving axles"
103929,"8708509110","80","01/07/2018","",6,1,"Double flange bearing of 3rd generation, for motor vehicles,<br><br><br><br>- with double-row ball bearing,<br><br><br><br>- whether or not with impulse (encoder) ring,<br><br><br><br>- whether or not with antilock brake system (ABS) sensor,<br><br><br><br>- whether or not with mounted screws,<br>for use in the manufacture of goods of chapter 87"
103928,"8708509190","80","01/07/2018","",6,1,"Other"
87163,"8708509900","80","01/01/2007","",5,0,"Other"
99623,"8708509910","80","01/01/2016","",6,1,"Transmission shaft in carbon fibre reinforced plastics consisting of a unique piece without any joint in the middle<br> <br><br><br>- of a length of  1 m or more but not more than 2 m,<br> <br><br><br>- of a weight of 6 kg or more but not more than 9 kg<br>"
104642,"8708509915","80","01/07/2019","",6,1,"Car transfer case with single input, dual output, to distribute torque between front and rear axles in an aluminium housing, with dimension of not more than 565 × 570 × 510 mm, comprising:<br>- at least an actuator,<br>- whether or not an interior distribution by chain<br>"
104644,"8708509920","80","01/07/2019","",6,1,"Intermediate steel shaft connecting the gearbox with semi-axle with:<br><br>-a length of 300 mm or more but not more than 650 mm,<br><br>-a spline end on both sides,<br><br>-whether or not with a pressed bearing in the case,<br><br>-whether or not with a holder<br>for use in the manufacture of goods of Chapter 87"
104643,"8708509925","80","01/07/2019","",6,1,"Housing of tripod type half shaft inboard joint for transmitting a torque from engine and transmission to wheels of motor vehicles with:<br><br>-an outer diameter of 67,0 mm or more but not more than 84,5 mm,<br><br>-3 cold calibrated roller tracks with a diameter of 29,90 mm or more but not more than 36,60 mm,<br><br>- sealing diameter 34,0 mm or more but not more than 41,0 mm, without lead angle,<br><br>-spline with 21 teeth or more but not more than 35,<br><br>-bearing seat diameter of 25,0 mm or more but not more than 30,0 mm, with or without oil grooves<br>"
103664,"8708509930","80","01/01/2018","",6,1,"Single input, dual output gearcase (transmission) in cast aluminium housing, with overall dimensions not exceeding 148 mm (± 1 mm)  x 213 mm (± 1 mm) x 273 mm (± 1 mm)  comprising at least:<br> <br><br><br>- two electro-magnetic one direction clutches in one cage, working in both directions,<br> <br><br><br>- an input shaft with outer diameter of 24 mm (± 1 mm), ended with spline of 22,<br> <br><br><br>- a coaxial output bushing with inner diameter of 22 mm or more but not more than 30 mm, ended with spline of 22 teeth or more but not more than 28 teeth<br>for use in the manufacture of all-terrain or utility task vehicles"
104646,"8708509935","80","01/07/2019","",6,1,"Outboard joint assembly for transmitting a torque from engine and transmission to wheels of motor vehicles, consisting of:<br><br>-an inner race with 6 ball tracks for running with the bearing balls with a diameter 15,0 mm or more but not more than 20,0 mm,<br><br>-an outer race with 6 ball tracks for running with 6 bearing balls, made of steel with carbon content of 0,45 % or more but not more than 0,58 %, with thread and with a spline with 26 teeth or more but not more than 38,<br><br>-a spherical cage keeping bearing balls in the ball tracks of outer race and inner race in proper angular position, made of material suitable for carburizing with carbon content of 0,14 % or more but not more than 0,25 %, and<br><br>-with a grease compartment,<br>capable of working at constant speed at variable articulation angle not higher than 50 degrees"
103930,"8708509940","80","01/07/2018","",6,1,"Double flange bearing of 3rd generation, for motor vehicles,<br><br><br><br>- with double-row ball bearing,<br><br><br><br>- whether or not with impulse (encoder) ring,<br><br><br><br>- whether or not with antilock brake system (ABS) sensor,<br><br><br><br>- whether or not with mounted screws,<br>for use in the manufacture of goods of chapter 87"
105646,"8708509945","80","01/01/2021","",6,1,"Ball-type outboard constant velocity joint housing for transmitting a torque from the engine and transmission to the wheels of motor vehicles, in a form of an outer race, with:<br> <br>-6 ball tracks or more but not more than 8, with<br> <br>-a thread,<br> <br>-an external involute spline with 21 or more but not more than 38 teeth,<br> <br>-for running with bearing balls made of steel with a carbon content of 0,48 % or more but not more than 0,57 %,<br> <br>-forged, turned, milled and hardened<br>"
105643,"8708509950","80","01/01/2021","",6,1,"Inboard constant velocity joint tripod housing, with:<br> <br>-an outer diameter of 67,0 mm or more but not more than 99,0 mm,<br> <br>-3 cold calibrated roller tracks with a diameter of 29,95 mm or more but not more than 49,2 mm,<br> <br>-an external spline with 21 teeth or more but not more than 41,<br> <br>-forged, turned, rolled and hardened<br>"
105645,"8708509955","80","01/01/2021","",6,1,"Outboard constant velocity joint inner race, part of the vehicle's drive system, with:<br> <br>-6 or more but not more than 8 ball tracks, suitable for bearing balls with a diameter of 12,0 mm or more but not more than 24,0 mm,<br> <br>-forged, turned, milled, broached and hardened<br>"
105644,"8708509960","80","01/01/2021","",6,1,"Inboard constant velocity joint tripod spider, part of the vehicle's drive system, with:<br> <br>-3 trunnions with a diameter of 17,128 mm or more but not more than 25,468 mm,<br> <br>-forged, turned, broached and hardened<br>"
99622,"8708509990","80","01/01/2016","",6,1,"Other"
53203,"8708700000","80","01/01/1972","",1,0,"Road wheels and parts and accessories thereof"
53204,"8708701000","80","01/01/1972","",2,0,"For the industrial assembly of:<br>Pedestrian-controlled tractors of subheading 8701 10;<br>Vehicles of heading 8703;<br>Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm<sup>3</sup> or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm<sup>3</sup>;<br>Vehicles of heading 8705"
104057,"8708701015","10","08/05/2018","",3,0,"Wheels of aluminium, whether or not with their accessories and whether or not fitted with tyres"
104058,"8708701015","80","08/05/2018","",4,1,"fitted with pneumatic tyres, new or retreaded, of rubber, of a kind used for buses or lorries, with a load index exceeding 121"
104060,"8708701050","80","08/05/2018","",4,1,"Other"
104061,"8708701080","10","08/05/2018","",3,0,"Other"
104773,"8708701080","20","15/02/2019","",4,0,"Road wheels of steel, whether or not with their accessories and whether or not fitted with tyres, for the industrial assembly of<br>vehicles of heading 8703;<br>vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm<sup>3</sup> or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm<sup>3</sup>;<br>vehicles of heading 8705"
104062,"8708701080","80","07/05/2018","",5,1,"fitted with pneumatic tyres, new or retreaded, of rubber, of a kind used for buses or lorries, with a load index exceeding 121"
104063,"8708701085","80","07/05/2018","",5,1,"Other"
104774,"8708701092","10","15/02/2019","",4,0,"Other"
104776,"8708701092","80","15/02/2019","",5,1,"fitted with pneumatic tyres, new or retreaded, of rubber, of a kind used for buses or lorries, with a load index exceeding 121"
104775,"8708701095","80","15/02/2019","",5,1,"Other"
53205,"8708705000","10","01/01/1972","",2,0,"Other"
53206,"8708705000","80","01/01/1972","",3,0,"Wheels of aluminium; parts and accessories of wheels, of aluminium"
104065,"8708705015","10","08/05/2018","",4,0,"Wheels of aluminium, whether or not with their accessories and whether or not fitted with tyres"
104066,"8708705015","80","08/05/2018","",5,1,"fitted with pneumatic tyres, new or retreaded, of rubber, of a kind used for buses or lorries, with a load index exceeding 121"
104067,"8708705050","80","08/05/2018","",5,1,"Other"
104068,"8708705080","10","08/05/2018","",4,0,"Other"
104069,"8708705080","80","08/05/2018","",5,1,"fitted with pneumatic tyres, new or retreaded, of rubber, of a kind used for buses or lorries, with a load index exceeding 121"
104070,"8708705085","80","08/05/2018","",5,1,"Other"
53207,"8708709100","80","01/01/1972","",3,0,"Wheel centres in star form, cast in one piece, of iron or steel"
104071,"8708709115","80","08/05/2018","",4,1,"fitted with pneumatic tyres, new or retreaded, of rubber, of a kind used for buses or lorries, with a load index exceeding 121"
104072,"8708709190","80","08/05/2018","",4,1,"Other"
53208,"8708709900","80","01/01/1972","",3,0,"Other"
104553,"8708709920","10","15/02/2019","",4,0,"Fitted with pneumatic tyres, new or retreaded, of rubber, of a kind used for buses or lorries, with a load index exceeding 121"
104554,"8708709920","80","15/02/2019","",5,1,"Road wheels of steel, whether or not with their accessories"
104555,"8708709930","80","15/02/2019","",5,1,"Other"
104556,"8708709980","10","15/02/2019","",4,0,"Other"
104613,"8708709980","80","15/02/2019","",5,1,"Road wheels of steel, whether or not with their accessories and whether or not fitted with tyres, designed for<br>- road tractors,<br>- motor vehicles for the transport of persons and/or the transport of goods,<br>- special purpose motor vehicles (for example, fire fighting vehicles, spraying lorries);<br>excluding:<br>- wheels for road quad bikes,<br>- wheels for motor vehicles specifically designed for uses other than on public roads (for example, wheels for agricultural tractors or forestry tractors, for forklifts, for pushback tractors, for dumpers designed for off-highway use)"
104558,"8708709985","80","15/02/2019","",5,1,"Other"
53209,"8708800000","80","01/01/1972","",1,0,"Suspension systems and parts thereof (including shock-absorbers)"
87184,"8708802000","80","01/01/2007","",2,0,"For the industrial assembly of:<br>Vehicles of heading 8703;<br>Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm<sup>3</sup> or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm<sup>3</sup>;<br>Vehicles of heading 8705"
102957,"8708802010","80","01/07/2017","",3,1,"Upper strut insulator containing<br> <br><br><br>- a metal holder with three mounting screws, and<br> <br><br><br>- a rubber bump<br>for use in the manufacture of goods of Chapter 87"
103242,"8708802090","80","01/07/2017","",3,1,"Other"
87186,"8708803500","10","01/01/2007","",2,0,"Other"
87187,"8708803500","80","01/01/2007","",3,0,"Suspension shock-absorbers"
99615,"8708803510","80","01/01/2016","",4,1,"Upper strut insulator containing<br> <br><br><br>- a metal holder with three mounting screws, and<br> <br><br><br>- a rubber bump<br>for use in the manufacture of goods of Chapter 87"
99616,"8708803590","80","01/01/2016","",4,1,"Other"
87188,"8708805500","80","01/01/2007","",3,1,"Anti roll bars; other torsion bars"
87189,"8708809100","10","01/01/2007","",3,0,"Other"
87190,"8708809100","80","01/01/2007","",4,1,"Of closed-die forged steel"
87185,"8708809900","80","01/01/2007","",4,0,"Other"
102930,"8708809910","80","01/07/2017","",5,1,"Stabilizer bar for front axle equipped with a ball pivot on both ends for use in the manufacture of goods of Chapter 87"
104649,"8708809920","80","01/07/2019","",5,1,"Aluminium suspension link arm, with dimensions of:<br><br>-a height of 50 mm or more but not more than 150 mm,<br><br>-a width of 10 mm or more but not more than 100 mm,<br><br>-a length of 100 mm or more but not more than 600 mm,<br><br>-a mass of 1000 g or more but not more than 3000 g,<br>Equipped with at least two bushed holes made of aluminium alloy with the following characteristics:<br><br>-a tensile strength of 200 mPa or more ,<br><br>-a strength of 19 kN or more,<br><br>-a stiffness of 5 kN/mm or more but not more than 9 kN/mm,<br><br>-a frequency of 400 Hz or more but not more than 600 Hz<br>"
105354,"8708809930","80","01/07/2020","",5,1,"Surface-hardened, steel piston rod for a hydraulic or hydropneumatic shock absorber of motor vehicles:<br> <br>-with a chrome coating,<br> <br>-of a diameter of 11 mm or more, but not more than 28 mm,<br> <br>-of a length of 80 mm or more, but not more than 600 mm,<br>with a threaded end or a mandrel for resistance welding"
102931,"8708809990","80","01/07/2017","",5,1,"Other"
53212,"8708910000","10","01/01/1972","",1,0,"Other parts and accessories"
53213,"8708910000","80","01/01/1972","",2,0,"Radiators and parts thereof"
87191,"8708912000","80","01/01/2007","",3,0,"For the industrial assembly of:<br>Pedestrian-controlled tractors of subheading 8701 10;<br>Vehicles of heading 8703;<br>Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm<sup>3</sup> or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm<sup>3</sup>;<br>Vehicles of heading 8705"
102958,"8708912020","80","01/07/2017","",4,1,"Aluminium cooler using compressed air with a ribbed design of a kind used in the manufacture of goods of Chapter 87"
102959,"8708912030","80","01/07/2017","",4,1,"Aluminium alloy inlet or outlet air tank manufactured to standard EN AC 42100 with:<br> <br><br><br>- an insulating area flatness of not more than 0,1 mm,<br> <br><br><br>- a permissible particle quantity of 0,3 mg per tank,<br> <br><br><br>- a distance between pores of 2 mm or more,<br> <br><br><br>- pore sizes of not more than 0,4 mm, and<br> <br><br><br>- not more than 3 pores larger than 0,2mm<br>of a kind used in heat exchangers for car cooling systems"
102943,"8708912090","80","01/07/2017","",4,1,"Other"
87193,"8708913500","10","01/01/2007","",3,0,"Other"
87194,"8708913500","80","01/01/2007","",4,0,"Radiators"
99189,"8708913510","80","01/07/2015","",5,1,"Aluminium cooler using compressed air with a ribbed design of a kind used in the manufacture of goods of Chapter 87"
105655,"8708913520","80","01/01/2021","",5,1,"Turbocharger cooling duct containing:<br> <br>-an aluminum alloy duct with at least one metal holder and at least two mounting holes,<br> <br>-a rubber pipe with clips,<br> <br>-a stainless steel flange highly resistant to corrosion [SUS430JIL],<br>for use in the manufacture of compression ignition engines of motor vehicles"
99190,"8708913590","80","01/07/2015","",5,1,"Other"
87195,"8708919100","10","01/01/2007","",4,0,"Parts"
87196,"8708919100","80","01/01/2007","",5,1,"Of closed-die forged steel"
87192,"8708919900","80","01/01/2007","",5,0,"Other"
99976,"8708919930","80","01/07/2016","",6,1,"Aluminium alloy inlet or outlet air tank manufactured to standard EN AC 42100 with:<br> <br><br><br>- an insulating area flatness of not more than 0,1 mm,<br> <br><br><br>- a permissible particle quantity of 0,3 mg per tank,<br> <br><br><br>- a distance between pores of 2 mm or more,<br> <br><br><br>- pore sizes of not more than 0,4 mm, and<br> <br><br><br>- not more than 3 pores larger than 0,2mm<br>of a kind used in heat exchangers for car cooling systems"
103628,"8708919940","80","01/01/2018","",6,1,"Assembly for supplying compressed air, whether or not with a resonator, comprising at least:<br> <br><br><br>- one solid aluminium tube whether or not with mounting bracket,<br> <br><br><br>- one flexible rubber hose, and<br> <br><br><br>- one metal clip<br>for use in the manufacture of goods of Chapter 87"
97581,"8708919990","80","01/07/2013","",6,1,"Other"
53216,"8708920000","80","01/01/1972","",2,0,"Silencers (mufflers) and exhaust pipes; parts thereof"
87208,"8708922000","80","01/01/2007","",3,1,"For the industrial assembly of:<br>Pedestrian-controlled tractors of subheading 8701 10;<br>Vehicles of heading 8703;<br>Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm<sup>3</sup> or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm<sup>3</sup>;<br>Vehicles of heading 8705"
87209,"8708923500","10","01/01/2007","",3,0,"Other"
87213,"8708923500","80","01/01/2007","",4,1,"Silencers (mufflers) and exhaust pipes"
87214,"8708929100","10","01/01/2007","",4,0,"Parts"
87215,"8708929100","80","01/01/2007","",5,1,"Of closed-die forged steel"
87212,"8708929900","80","01/01/2007","",5,0,"Other"
104652,"8708929910","80","01/07/2019","",6,1,"Exhaust system inner liner:<br><br>-with a wall thickness of 0,7 mm or more but not more than 1,3 mm,<br><br>-made of stainless steel sheets or coil class 1.4310 and 1.4301 according to norm EN 10088,<br><br>-whether or not with mounting holes<br>for use in the manufacture of exhaust systems for automobiles"
104653,"8708929920","80","01/07/2019","",6,1,"Pipe for guiding exhaust gases from the combustion engine:<br><br>-with a diameter of 40 mm or more but not more than 100 mm,<br><br>-with a length of 90 mm or more but not more than 410 mm,<br><br>-with a wall thickness of 0,7 mm or more but not more than 1,3 mm,<br><br>-of stainless steel<br>for use in the manufacture of exhaust systems for automobiles"
104654,"8708929930","80","01/07/2019","",6,1,"Exhaust system end cover:<br><br>-with a wall thickness of 0,7 mm or more but not more than 1,3 mm,<br><br>-made of stainless steel class 1.4310 and 1.4301 according to norm EN 10088,<br><br>-whether or not with inner liner,<br><br>-whether or not with surface treatment<br>for use in the manufacture of exhaust systems for automobiles"
104655,"8708929990","80","01/07/2019","",6,1,"Other"
53219,"8708930000","80","01/01/1972","",2,0,"Clutches and parts thereof"
53220,"8708931000","80","01/01/1972","",3,0,"For the industrial assembly of:<br>Pedestrian-controlled tractors of subheading 8701 10;<br>Vehicles of heading 8703;<br>Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2 500 cm<sup>3</sup> or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2 800 cm<sup>3</sup>;<br>Vehicles of heading 8705"
100499,"8708931010","80","01/01/2017","",4,1,"Mechanically operated clutch for use with an elastomeric belt in a dry environment in a CVT (Continuously Variable Transmission) gear case:<br> <br><br><br>- designed to be bolted onto a splined shaft of outer diameter 23 mm,<br> <br><br><br>- with an overall diameter of not more than 266 mm (± 1 mm),<br> <br><br><br>- comprised of 2 sheaves with tapered faces,<br> <br><br><br>- sheaves having taper of 13 degrees each,<br> <br><br><br>- having a main compression spring used to resist displacement between sheaves, and<br> <br><br><br>- comprised of a cam or spring to maintain proper belt tension<br>for use in the manufacture of all-terrain vehicles or utility task vehicles"
103671,"8708931030","80","01/01/2018","",4,1,"Mechanically operated centrifugal clutch for use with an elastomeric belt in a dry environment in a continuously variable transmission (CVT), equipped with:<br> <br><br><br>- elements that  activate the clutch at given rotation and generate (in this way) centrifugal force,<br> <br><br><br>- shaft ended with 5 or more but not more than 6 degree taper,<br> <br><br><br>- 3 weights, and<br> <br><br><br>- 1 compression spring<br>for use in the manufacture of all-terrain or utility task vehicles"
105346,"8708931040","80","01/07/2020","",4,1,"Clutch pedal with electronic parking brake connection (EPB), whether or not with sending signal function for:<br> <br>- cruise control reset,<br> <br>- electronic parking brake release,<br> <br>-start and stop engine management under Idle Stop and Go system (ISG),<br>for use in the manufacture of passenger vehicles"
100500,"8708931090","80","01/01/2017","",4,1,"Other"
53221,"8708939000","80","01/01/1972","",3,0,"Other"
100505,"8708939010","80","01/01/2017","",4,1,"Mechanically operated clutch for use with an elastomeric belt in a dry environment in a CVT (Continuously Variable Transmission) gear case:<br> <br><br><br>- designed to be bolted onto a splined shaft of outer diameter 23 mm,<br> <br><br><br>- with an overall diameter of not more than 266 mm (± 1 mm),<br> <br><br><br>- comprised of 2 sheaves with tapered faces,<br> <br><br><br>- sheaves having taper of 13 degrees each,<br> <br><br><br>- having a main compression spring used to resist displacement between sheaves, and<br> <br><br><br>- comprised of a cam or spring to maintain proper belt tension<br>for use in the manufacture of all-terrain vehicles or utility task vehicles"
